inventory_id,film_id,store_id,last_update
608,132,1,2006-02-15T05:09:17.000Z
609,132,1,2006-02-15T05:09:17.000Z
610,132,2,2006-02-15T05:09:17.000Z
611,132,2,2006-02-15T05:09:17.000Z
612,133,1,2006-02-15T05:09:17.000Z
613,133,1,2006-02-15T05:09:17.000Z
614,133,2,2006-02-15T05:09:17.000Z
615,133,2,2006-02-15T05:09:17.000Z
616,134,2,2006-02-15T05:09:17.000Z
617,134,2,2006-02-15T05:09:17.000Z
618,134,2,2006-02-15T05:09:17.000Z
619,135,1,2006-02-15T05:09:17.000Z
620,135,1,2006-02-15T05:09:17.000Z
621,135,1,2006-02-15T05:09:17.000Z
622,135,2,2006-02-15T05:09:17.000Z
623,135,2,2006-02-15T05:09:17.000Z
624,135,2,2006-02-15T05:09:17.000Z
625,135,2,2006-02-15T05:09:17.000Z
626,136,1,2006-02-15T05:09:17.000Z
627,136,1,2006-02-15T05:09:17.000Z
628,136,1,2006-02-15T05:09:17.000Z
629,137,2,2006-02-15T05:09:17.000Z
630,137,2,2006-02-15T05:09:17.000Z
631,137,2,2006-02-15T05:09:17.000Z
632,137,2,2006-02-15T05:09:17.000Z
633,138,1,2006-02-15T05:09:17.000Z
634,138,1,2006-02-15T05:09:17.000Z
635,138,2,2006-02-15T05:09:17.000Z
636,138,2,2006-02-15T05:09:17.000Z
637,138,2,2006-02-15T05:09:17.000Z
638,139,1,2006-02-15T05:09:17.000Z
639,139,1,2006-02-15T05:09:17.000Z
640,139,1,2006-02-15T05:09:17.000Z
641,139,1,2006-02-15T05:09:17.000Z
642,139,2,2006-02-15T05:09:17.000Z
643,139,2,2006-02-15T05:09:17.000Z
644,140,1,2006-02-15T05:09:17.000Z
645,140,1,2006-02-15T05:09:17.000Z
646,140,2,2006-02-15T05:09:17.000Z
647,140,2,2006-02-15T05:09:17.000Z
648,140,2,2006-02-15T05:09:17.000Z
649,141,1,2006-02-15T05:09:17.000Z
650,141,1,2006-02-15T05:09:17.000Z
651,141,1,2006-02-15T05:09:17.000Z
652,141,2,2006-02-15T05:09:17.000Z
653,141,2,2006-02-15T05:09:17.000Z
654,142,1,2006-02-15T05:09:17.000Z
655,142,1,2006-02-15T05:09:17.000Z
656,142,1,2006-02-15T05:09:17.000Z
657,142,2,2006-02-15T05:09:17.000Z
658,142,2,2006-02-15T05:09:17.000Z
659,143,1,2006-02-15T05:09:17.000Z
660,143,1,2006-02-15T05:09:17.000Z
661,143,1,2006-02-15T05:09:17.000Z
662,143,1,2006-02-15T05:09:17.000Z
663,143,2,2006-02-15T05:09:17.000Z
664,143,2,2006-02-15T05:09:17.000Z
665,143,2,2006-02-15T05:09:17.000Z
666,145,2,2006-02-15T05:09:17.000Z
667,145,2,2006-02-15T05:09:17.000Z
668,145,2,2006-02-15T05:09:17.000Z
669,146,1,2006-02-15T05:09:17.000Z
670,146,1,2006-02-15T05:09:17.000Z
671,146,1,2006-02-15T05:09:17.000Z
672,147,1,2006-02-15T05:09:17.000Z
673,147,1,2006-02-15T05:09:17.000Z
674,147,1,2006-02-15T05:09:17.000Z
675,147,2,2006-02-15T05:09:17.000Z
676,147,2,2006-02-15T05:09:17.000Z
677,147,2,2006-02-15T05:09:17.000Z
678,149,1,2006-02-15T05:09:17.000Z
679,149,1,2006-02-15T05:09:17.000Z
680,149,1,2006-02-15T05:09:17.000Z
681,149,2,2006-02-15T05:09:17.000Z
682,149,2,2006-02-15T05:09:17.000Z
683,149,2,2006-02-15T05:09:17.000Z
684,150,1,2006-02-15T05:09:17.000Z
685,150,1,2006-02-15T05:09:17.000Z
686,150,2,2006-02-15T05:09:17.000Z
687,150,2,2006-02-15T05:09:17.000Z
688,150,2,2006-02-15T05:09:17.000Z
689,150,2,2006-02-15T05:09:17.000Z
690,151,1,2006-02-15T05:09:17.000Z
691,151,1,2006-02-15T05:09:17.000Z
692,151,2,2006-02-15T05:09:17.000Z
693,151,2,2006-02-15T05:09:17.000Z
694,152,1,2006-02-15T05:09:17.000Z
695,152,1,2006-02-15T05:09:17.000Z
696,152,1,2006-02-15T05:09:17.000Z
697,152,1,2006-02-15T05:09:17.000Z
698,153,1,2006-02-15T05:09:17.000Z
699,153,1,2006-02-15T05:09:17.000Z
700,153,1,2006-02-15T05:09:17.000Z
701,153,1,2006-02-15T05:09:17.000Z
702,154,1,2006-02-15T05:09:17.000Z
703,154,1,2006-02-15T05:09:17.000Z
704,154,1,2006-02-15T05:09:17.000Z
705,154,2,2006-02-15T05:09:17.000Z
706,154,2,2006-02-15T05:09:17.000Z
707,154,2,2006-02-15T05:09:17.000Z
708,154,2,2006-02-15T05:09:17.000Z
709,155,1,2006-02-15T05:09:17.000Z
710,155,1,2006-02-15T05:09:17.000Z
711,155,2,2006-02-15T05:09:17.000Z
712,155,2,2006-02-15T05:09:17.000Z
713,155,2,2006-02-15T05:09:17.000Z
714,156,2,2006-02-15T05:09:17.000Z
715,156,2,2006-02-15T05:09:17.000Z
716,157,2,2006-02-15T05:09:17.000Z
717,157,2,2006-02-15T05:09:17.000Z
718,157,2,2006-02-15T05:09:17.000Z
719,158,1,2006-02-15T05:09:17.000Z
720,158,1,2006-02-15T05:09:17.000Z
721,158,2,2006-02-15T05:09:17.000Z
722,158,2,2006-02-15T05:09:17.000Z
723,158,2,2006-02-15T05:09:17.000Z
724,159,1,2006-02-15T05:09:17.000Z
725,159,1,2006-02-15T05:09:17.000Z
726,159,1,2006-02-15T05:09:17.000Z
727,159,1,2006-02-15T05:09:17.000Z
728,159,2,2006-02-15T05:09:17.000Z
729,159,2,2006-02-15T05:09:17.000Z
730,159,2,2006-02-15T05:09:17.000Z
731,160,1,2006-02-15T05:09:17.000Z
732,160,1,2006-02-15T05:09:17.000Z
733,160,2,2006-02-15T05:09:17.000Z
734,160,2,2006-02-15T05:09:17.000Z
735,160,2,2006-02-15T05:09:17.000Z
736,161,1,2006-02-15T05:09:17.000Z
737,161,1,2006-02-15T05:09:17.000Z
738,162,1,2006-02-15T05:09:17.000Z
739,162,1,2006-02-15T05:09:17.000Z
740,162,1,2006-02-15T05:09:17.000Z
741,162,2,2006-02-15T05:09:17.000Z
742,162,2,2006-02-15T05:09:17.000Z
743,162,2,2006-02-15T05:09:17.000Z
744,162,2,2006-02-15T05:09:17.000Z
745,163,2,2006-02-15T05:09:17.000Z
746,163,2,2006-02-15T05:09:17.000Z
747,163,2,2006-02-15T05:09:17.000Z
748,164,1,2006-02-15T05:09:17.000Z
749,164,1,2006-02-15T05:09:17.000Z
750,164,2,2006-02-15T05:09:17.000Z
751,164,2,2006-02-15T05:09:17.000Z
752,164,2,2006-02-15T05:09:17.000Z
753,165,1,2006-02-15T05:09:17.000Z
754,165,1,2006-02-15T05:09:17.000Z
755,165,1,2006-02-15T05:09:17.000Z
756,165,2,2006-02-15T05:09:17.000Z
757,165,2,2006-02-15T05:09:17.000Z
758,166,1,2006-02-15T05:09:17.000Z
759,166,1,2006-02-15T05:09:17.000Z
760,166,1,2006-02-15T05:09:17.000Z
761,166,1,2006-02-15T05:09:17.000Z
762,166,2,2006-02-15T05:09:17.000Z
763,166,2,2006-02-15T05:09:17.000Z
764,167,1,2006-02-15T05:09:17.000Z
765,167,1,2006-02-15T05:09:17.000Z
766,167,1,2006-02-15T05:09:17.000Z
767,167,1,2006-02-15T05:09:17.000Z
768,167,2,2006-02-15T05:09:17.000Z
769,167,2,2006-02-15T05:09:17.000Z
770,167,2,2006-02-15T05:09:17.000Z
771,168,1,2006-02-15T05:09:17.000Z
772,168,1,2006-02-15T05:09:17.000Z
773,169,1,2006-02-15T05:09:17.000Z
774,169,1,2006-02-15T05:09:17.000Z
775,169,2,2006-02-15T05:09:17.000Z
776,169,2,2006-02-15T05:09:17.000Z
777,170,1,2006-02-15T05:09:17.000Z
778,170,1,2006-02-15T05:09:17.000Z
779,170,2,2006-02-15T05:09:17.000Z
780,170,2,2006-02-15T05:09:17.000Z
781,170,2,2006-02-15T05:09:17.000Z
782,170,2,2006-02-15T05:09:17.000Z
783,172,1,2006-02-15T05:09:17.000Z
784,172,1,2006-02-15T05:09:17.000Z
785,172,1,2006-02-15T05:09:17.000Z
786,172,1,2006-02-15T05:09:17.000Z
787,172,2,2006-02-15T05:09:17.000Z
788,172,2,2006-02-15T05:09:17.000Z
789,172,2,2006-02-15T05:09:17.000Z
790,173,1,2006-02-15T05:09:17.000Z
791,173,1,2006-02-15T05:09:17.000Z
792,173,1,2006-02-15T05:09:17.000Z
793,173,2,2006-02-15T05:09:17.000Z
794,173,2,2006-02-15T05:09:17.000Z
795,174,1,2006-02-15T05:09:17.000Z
796,174,1,2006-02-15T05:09:17.000Z
797,174,1,2006-02-15T05:09:17.000Z
798,174,1,2006-02-15T05:09:17.000Z
799,174,2,2006-02-15T05:09:17.000Z
800,174,2,2006-02-15T05:09:17.000Z
801,174,2,2006-02-15T05:09:17.000Z
802,174,2,2006-02-15T05:09:17.000Z
803,175,1,2006-02-15T05:09:17.000Z
804,175,1,2006-02-15T05:09:17.000Z
805,175,2,2006-02-15T05:09:17.000Z
806,175,2,2006-02-15T05:09:17.000Z
807,175,2,2006-02-15T05:09:17.000Z
808,176,1,2006-02-15T05:09:17.000Z
809,176,1,2006-02-15T05:09:17.000Z
810,176,2,2006-02-15T05:09:17.000Z
811,176,2,2006-02-15T05:09:17.000Z
812,176,2,2006-02-15T05:09:17.000Z
813,176,2,2006-02-15T05:09:17.000Z
814,177,2,2006-02-15T05:09:17.000Z
815,177,2,2006-02-15T05:09:17.000Z
816,177,2,2006-02-15T05:09:17.000Z
817,178,1,2006-02-15T05:09:17.000Z
818,178,1,2006-02-15T05:09:17.000Z
819,179,1,2006-02-15T05:09:17.000Z
820,179,1,2006-02-15T05:09:17.000Z
821,179,1,2006-02-15T05:09:17.000Z
822,179,1,2006-02-15T05:09:17.000Z
823,180,2,2006-02-15T05:09:17.000Z
824,180,2,2006-02-15T05:09:17.000Z
825,181,1,2006-02-15T05:09:17.000Z
826,181,1,2006-02-15T05:09:17.000Z
827,181,1,2006-02-15T05:09:17.000Z
828,181,2,2006-02-15T05:09:17.000Z
829,181,2,2006-02-15T05:09:17.000Z
830,181,2,2006-02-15T05:09:17.000Z
831,181,2,2006-02-15T05:09:17.000Z
832,182,1,2006-02-15T05:09:17.000Z
833,182,1,2006-02-15T05:09:17.000Z
834,183,1,2006-02-15T05:09:17.000Z
835,183,1,2006-02-15T05:09:17.000Z
836,183,1,2006-02-15T05:09:17.000Z
837,183,2,2006-02-15T05:09:17.000Z
838,183,2,2006-02-15T05:09:17.000Z
839,183,2,2006-02-15T05:09:17.000Z
840,184,1,2006-02-15T05:09:17.000Z
841,184,1,2006-02-15T05:09:17.000Z
842,184,2,2006-02-15T05:09:17.000Z
843,184,2,2006-02-15T05:09:17.000Z
844,184,2,2006-02-15T05:09:17.000Z
845,185,1,2006-02-15T05:09:17.000Z
846,185,1,2006-02-15T05:09:17.000Z
847,186,1,2006-02-15T05:09:17.000Z
848,186,1,2006-02-15T05:09:17.000Z
849,186,2,2006-02-15T05:09:17.000Z
850,186,2,2006-02-15T05:09:17.000Z
851,187,2,2006-02-15T05:09:17.000Z
852,187,2,2006-02-15T05:09:17.000Z
853,187,2,2006-02-15T05:09:17.000Z
854,188,1,2006-02-15T05:09:17.000Z
855,188,1,2006-02-15T05:09:17.000Z
856,188,1,2006-02-15T05:09:17.000Z
857,189,1,2006-02-15T05:09:17.000Z
858,189,1,2006-02-15T05:09:17.000Z
859,189,2,2006-02-15T05:09:17.000Z
860,189,2,2006-02-15T05:09:17.000Z
861,189,2,2006-02-15T05:09:17.000Z
862,189,2,2006-02-15T05:09:17.000Z
863,190,2,2006-02-15T05:09:17.000Z
864,190,2,2006-02-15T05:09:17.000Z
865,190,2,2006-02-15T05:09:17.000Z
866,190,2,2006-02-15T05:09:17.000Z
867,191,1,2006-02-15T05:09:17.000Z
868,191,1,2006-02-15T05:09:17.000Z
869,191,1,2006-02-15T05:09:17.000Z
870,191,2,2006-02-15T05:09:17.000Z
871,191,2,2006-02-15T05:09:17.000Z
872,191,2,2006-02-15T05:09:17.000Z
873,193,1,2006-02-15T05:09:17.000Z
874,193,1,2006-02-15T05:09:17.000Z
875,193,1,2006-02-15T05:09:17.000Z
876,193,1,2006-02-15T05:09:17.000Z
877,193,2,2006-02-15T05:09:17.000Z
878,193,2,2006-02-15T05:09:17.000Z
879,193,2,2006-02-15T05:09:17.000Z
880,193,2,2006-02-15T05:09:17.000Z
881,194,1,2006-02-15T05:09:17.000Z
882,194,1,2006-02-15T05:09:17.000Z
883,194,2,2006-02-15T05:09:17.000Z
884,194,2,2006-02-15T05:09:17.000Z
885,196,1,2006-02-15T05:09:17.000Z
886,196,1,2006-02-15T05:09:17.000Z
887,197,1,2006-02-15T05:09:17.000Z
888,197,1,2006-02-15T05:09:17.000Z
889,199,1,2006-02-15T05:09:17.000Z
890,199,1,2006-02-15T05:09:17.000Z
891,199,1,2006-02-15T05:09:17.000Z
892,199,1,2006-02-15T05:09:17.000Z
893,199,2,2006-02-15T05:09:17.000Z
894,199,2,2006-02-15T05:09:17.000Z
895,199,2,2006-02-15T05:09:17.000Z
896,199,2,2006-02-15T05:09:17.000Z
897,200,1,2006-02-15T05:09:17.000Z
898,200,1,2006-02-15T05:09:17.000Z
899,200,1,2006-02-15T05:09:17.000Z
900,200,1,2006-02-15T05:09:17.000Z
901,200,2,2006-02-15T05:09:17.000Z
902,200,2,2006-02-15T05:09:17.000Z
903,200,2,2006-02-15T05:09:17.000Z
904,200,2,2006-02-15T05:09:17.000Z
905,201,1,2006-02-15T05:09:17.000Z
906,201,1,2006-02-15T05:09:17.000Z
907,201,1,2006-02-15T05:09:17.000Z
908,201,1,2006-02-15T05:09:17.000Z
909,202,1,2006-02-15T05:09:17.000Z
910,202,1,2006-02-15T05:09:17.000Z
911,202,1,2006-02-15T05:09:17.000Z
912,203,2,2006-02-15T05:09:17.000Z
913,203,2,2006-02-15T05:09:17.000Z
914,203,2,2006-02-15T05:09:17.000Z
915,203,2,2006-02-15T05:09:17.000Z
916,204,1,2006-02-15T05:09:17.000Z
917,204,1,2006-02-15T05:09:17.000Z
918,204,1,2006-02-15T05:09:17.000Z
919,204,1,2006-02-15T05:09:17.000Z
920,204,2,2006-02-15T05:09:17.000Z
921,204,2,2006-02-15T05:09:17.000Z
922,205,1,2006-02-15T05:09:17.000Z
923,205,1,2006-02-15T05:09:17.000Z
924,205,1,2006-02-15T05:09:17.000Z
925,205,1,2006-02-15T05:09:17.000Z
926,206,1,2006-02-15T05:09:17.000Z
927,206,1,2006-02-15T05:09:17.000Z
928,206,1,2006-02-15T05:09:17.000Z
929,206,1,2006-02-15T05:09:17.000Z
930,206,2,2006-02-15T05:09:17.000Z
931,206,2,2006-02-15T05:09:17.000Z
932,206,2,2006-02-15T05:09:17.000Z
933,206,2,2006-02-15T05:09:17.000Z
934,207,1,2006-02-15T05:09:17.000Z
935,207,1,2006-02-15T05:09:17.000Z
936,207,1,2006-02-15T05:09:17.000Z
937,207,1,2006-02-15T05:09:17.000Z
938,208,1,2006-02-15T05:09:17.000Z
939,208,1,2006-02-15T05:09:17.000Z
940,208,1,2006-02-15T05:09:17.000Z
941,209,1,2006-02-15T05:09:17.000Z
942,209,1,2006-02-15T05:09:17.000Z
943,209,1,2006-02-15T05:09:17.000Z
944,209,1,2006-02-15T05:09:17.000Z
945,210,2,2006-02-15T05:09:17.000Z
946,210,2,2006-02-15T05:09:17.000Z
947,210,2,2006-02-15T05:09:17.000Z
948,211,1,2006-02-15T05:09:17.000Z
949,211,1,2006-02-15T05:09:17.000Z
950,212,1,2006-02-15T05:09:17.000Z
951,212,1,2006-02-15T05:09:17.000Z
952,212,1,2006-02-15T05:09:17.000Z
953,212,2,2006-02-15T05:09:17.000Z
954,212,2,2006-02-15T05:09:17.000Z
955,213,1,2006-02-15T05:09:17.000Z
956,213,1,2006-02-15T05:09:17.000Z
957,213,1,2006-02-15T05:09:17.000Z
958,213,1,2006-02-15T05:09:17.000Z
959,214,2,2006-02-15T05:09:17.000Z
960,214,2,2006-02-15T05:09:17.000Z
961,214,2,2006-02-15T05:09:17.000Z
962,214,2,2006-02-15T05:09:17.000Z
963,215,1,2006-02-15T05:09:17.000Z
964,215,1,2006-02-15T05:09:17.000Z
965,215,1,2006-02-15T05:09:17.000Z
966,215,2,2006-02-15T05:09:17.000Z
967,215,2,2006-02-15T05:09:17.000Z
968,215,2,2006-02-15T05:09:17.000Z
969,216,1,2006-02-15T05:09:17.000Z
970,216,1,2006-02-15T05:09:17.000Z
971,216,2,2006-02-15T05:09:17.000Z
972,216,2,2006-02-15T05:09:17.000Z
973,216,2,2006-02-15T05:09:17.000Z
974,218,1,2006-02-15T05:09:17.000Z
975,218,1,2006-02-15T05:09:17.000Z
976,218,1,2006-02-15T05:09:17.000Z
977,218,1,2006-02-15T05:09:17.000Z
978,218,2,2006-02-15T05:09:17.000Z
979,218,2,2006-02-15T05:09:17.000Z
980,218,2,2006-02-15T05:09:17.000Z
981,219,1,2006-02-15T05:09:17.000Z
982,219,1,2006-02-15T05:09:17.000Z
983,219,1,2006-02-15T05:09:17.000Z
984,219,1,2006-02-15T05:09:17.000Z
985,220,1,2006-02-15T05:09:17.000Z
986,220,1,2006-02-15T05:09:17.000Z
987,220,1,2006-02-15T05:09:17.000Z
988,220,1,2006-02-15T05:09:17.000Z
989,220,2,2006-02-15T05:09:17.000Z
990,220,2,2006-02-15T05:09:17.000Z
991,220,2,2006-02-15T05:09:17.000Z
992,220,2,2006-02-15T05:09:17.000Z
993,222,1,2006-02-15T05:09:17.000Z
994,222,1,2006-02-15T05:09:17.000Z
995,222,2,2006-02-15T05:09:17.000Z
996,222,2,2006-02-15T05:09:17.000Z
997,222,2,2006-02-15T05:09:17.000Z
998,222,2,2006-02-15T05:09:17.000Z
999,223,2,2006-02-15T05:09:17.000Z
1000,223,2,2006-02-15T05:09:17.000Z
1001,224,1,2006-02-15T05:09:17.000Z
1002,224,1,2006-02-15T05:09:17.000Z
1003,225,1,2006-02-15T05:09:17.000Z
1004,225,1,2006-02-15T05:09:17.000Z
1005,225,1,2006-02-15T05:09:17.000Z
1006,226,1,2006-02-15T05:09:17.000Z
1007,226,1,2006-02-15T05:09:17.000Z
1008,226,2,2006-02-15T05:09:17.000Z
1009,226,2,2006-02-15T05:09:17.000Z
1010,226,2,2006-02-15T05:09:17.000Z
1011,227,1,2006-02-15T05:09:17.000Z
1012,227,1,2006-02-15T05:09:17.000Z
1013,227,1,2006-02-15T05:09:17.000Z
1014,227,2,2006-02-15T05:09:17.000Z
1015,227,2,2006-02-15T05:09:17.000Z
1016,228,1,2006-02-15T05:09:17.000Z
1017,228,1,2006-02-15T05:09:17.000Z
1018,228,1,2006-02-15T05:09:17.000Z
1019,228,2,2006-02-15T05:09:17.000Z
1020,228,2,2006-02-15T05:09:17.000Z
1021,228,2,2006-02-15T05:09:17.000Z
1022,228,2,2006-02-15T05:09:17.000Z
1023,229,1,2006-02-15T05:09:17.000Z
1024,229,1,2006-02-15T05:09:17.000Z
1025,229,2,2006-02-15T05:09:17.000Z
1026,229,2,2006-02-15T05:09:17.000Z
1027,230,1,2006-02-15T05:09:17.000Z
1028,230,1,2006-02-15T05:09:17.000Z
1029,231,1,2006-02-15T05:09:17.000Z
1030,231,1,2006-02-15T05:09:17.000Z
1031,231,1,2006-02-15T05:09:17.000Z
1032,231,1,2006-02-15T05:09:17.000Z
1033,231,2,2006-02-15T05:09:17.000Z
1034,231,2,2006-02-15T05:09:17.000Z
1035,231,2,2006-02-15T05:09:17.000Z
1036,231,2,2006-02-15T05:09:17.000Z
1037,232,1,2006-02-15T05:09:17.000Z
1038,232,1,2006-02-15T05:09:17.000Z
1039,232,1,2006-02-15T05:09:17.000Z
1040,232,2,2006-02-15T05:09:17.000Z
1041,232,2,2006-02-15T05:09:17.000Z
1042,233,1,2006-02-15T05:09:17.000Z
1043,233,1,2006-02-15T05:09:17.000Z
1044,233,1,2006-02-15T05:09:17.000Z
1045,233,1,2006-02-15T05:09:17.000Z
1046,233,2,2006-02-15T05:09:17.000Z
1047,233,2,2006-02-15T05:09:17.000Z
1048,234,1,2006-02-15T05:09:17.000Z
1049,234,1,2006-02-15T05:09:17.000Z
1050,234,1,2006-02-15T05:09:17.000Z
1051,234,1,2006-02-15T05:09:17.000Z
1052,234,2,2006-02-15T05:09:17.000Z
1053,234,2,2006-02-15T05:09:17.000Z
1054,234,2,2006-02-15T05:09:17.000Z
1055,235,1,2006-02-15T05:09:17.000Z
1056,235,1,2006-02-15T05:09:17.000Z
1057,235,2,2006-02-15T05:09:17.000Z
1058,235,2,2006-02-15T05:09:17.000Z
1059,235,2,2006-02-15T05:09:17.000Z
1060,235,2,2006-02-15T05:09:17.000Z
1061,236,2,2006-02-15T05:09:17.000Z
1062,236,2,2006-02-15T05:09:17.000Z
1063,236,2,2006-02-15T05:09:17.000Z
1064,236,2,2006-02-15T05:09:17.000Z
1065,237,1,2006-02-15T05:09:17.000Z
1066,237,1,2006-02-15T05:09:17.000Z
1067,238,1,2006-02-15T05:09:17.000Z
1068,238,1,2006-02-15T05:09:17.000Z
1069,239,1,2006-02-15T05:09:17.000Z
1070,239,1,2006-02-15T05:09:17.000Z
1071,239,1,2006-02-15T05:09:17.000Z
1072,239,1,2006-02-15T05:09:17.000Z
1073,239,2,2006-02-15T05:09:17.000Z
1074,239,2,2006-02-15T05:09:17.000Z
1075,239,2,2006-02-15T05:09:17.000Z
1076,239,2,2006-02-15T05:09:17.000Z
1077,240,2,2006-02-15T05:09:17.000Z
1078,240,2,2006-02-15T05:09:17.000Z
1079,240,2,2006-02-15T05:09:17.000Z
1080,241,1,2006-02-15T05:09:17.000Z
1081,241,1,2006-02-15T05:09:17.000Z
1082,241,1,2006-02-15T05:09:17.000Z
1083,241,1,2006-02-15T05:09:17.000Z
1084,242,1,2006-02-15T05:09:17.000Z
1085,242,1,2006-02-15T05:09:17.000Z
1086,242,2,2006-02-15T05:09:17.000Z
1087,242,2,2006-02-15T05:09:17.000Z
1088,242,2,2006-02-15T05:09:17.000Z
1089,243,1,2006-02-15T05:09:17.000Z
1090,243,1,2006-02-15T05:09:17.000Z
1091,243,2,2006-02-15T05:09:17.000Z
1092,243,2,2006-02-15T05:09:17.000Z
1093,243,2,2006-02-15T05:09:17.000Z
1094,243,2,2006-02-15T05:09:17.000Z
1095,244,1,2006-02-15T05:09:17.000Z
1096,244,1,2006-02-15T05:09:17.000Z
1097,244,1,2006-02-15T05:09:17.000Z
1098,244,1,2006-02-15T05:09:17.000Z
1099,244,2,2006-02-15T05:09:17.000Z
1100,244,2,2006-02-15T05:09:17.000Z
1101,244,2,2006-02-15T05:09:17.000Z
1102,245,1,2006-02-15T05:09:17.000Z
1103,245,1,2006-02-15T05:09:17.000Z
1104,245,1,2006-02-15T05:09:17.000Z
1105,245,2,2006-02-15T05:09:17.000Z
1106,245,2,2006-02-15T05:09:17.000Z
1107,245,2,2006-02-15T05:09:17.000Z
1108,245,2,2006-02-15T05:09:17.000Z
1109,246,2,2006-02-15T05:09:17.000Z
1110,246,2,2006-02-15T05:09:17.000Z
1111,246,2,2006-02-15T05:09:17.000Z
1112,247,1,2006-02-15T05:09:17.000Z
1113,247,1,2006-02-15T05:09:17.000Z
1114,247,1,2006-02-15T05:09:17.000Z
1115,247,2,2006-02-15T05:09:17.000Z
1116,247,2,2006-02-15T05:09:17.000Z
1117,247,2,2006-02-15T05:09:17.000Z
1118,247,2,2006-02-15T05:09:17.000Z
1119,248,2,2006-02-15T05:09:17.000Z
1120,248,2,2006-02-15T05:09:17.000Z
1121,249,1,2006-02-15T05:09:17.000Z
1122,249,1,2006-02-15T05:09:17.000Z
1123,249,2,2006-02-15T05:09:17.000Z
1124,249,2,2006-02-15T05:09:17.000Z
1125,249,2,2006-02-15T05:09:17.000Z
1126,249,2,2006-02-15T05:09:17.000Z
1127,250,2,2006-02-15T05:09:17.000Z
1128,250,2,2006-02-15T05:09:17.000Z
1129,250,2,2006-02-15T05:09:17.000Z
1130,250,2,2006-02-15T05:09:17.000Z
1131,251,1,2006-02-15T05:09:17.000Z
1132,251,1,2006-02-15T05:09:17.000Z
1133,251,2,2006-02-15T05:09:17.000Z
1134,251,2,2006-02-15T05:09:17.000Z
1135,251,2,2006-02-15T05:09:17.000Z
1136,252,1,2006-02-15T05:09:17.000Z
1137,252,1,2006-02-15T05:09:17.000Z
1138,252,1,2006-02-15T05:09:17.000Z
1139,252,2,2006-02-15T05:09:17.000Z
1140,252,2,2006-02-15T05:09:17.000Z
1141,252,2,2006-02-15T05:09:17.000Z
1142,253,1,2006-02-15T05:09:17.000Z
1143,253,1,2006-02-15T05:09:17.000Z
1144,253,1,2006-02-15T05:09:17.000Z
1145,253,1,2006-02-15T05:09:17.000Z
1146,253,2,2006-02-15T05:09:17.000Z
1147,253,2,2006-02-15T05:09:17.000Z
1148,254,1,2006-02-15T05:09:17.000Z
1149,254,1,2006-02-15T05:09:17.000Z
1150,254,2,2006-02-15T05:09:17.000Z
1151,254,2,2006-02-15T05:09:17.000Z
1152,254,2,2006-02-15T05:09:17.000Z
1153,255,1,2006-02-15T05:09:17.000Z
1154,255,1,2006-02-15T05:09:17.000Z
1155,255,1,2006-02-15T05:09:17.000Z
1156,255,1,2006-02-15T05:09:17.000Z
1157,255,2,2006-02-15T05:09:17.000Z
1158,255,2,2006-02-15T05:09:17.000Z
1159,256,2,2006-02-15T05:09:17.000Z
1160,256,2,2006-02-15T05:09:17.000Z
1161,256,2,2006-02-15T05:09:17.000Z
1162,257,2,2006-02-15T05:09:17.000Z
1163,257,2,2006-02-15T05:09:17.000Z
1164,257,2,2006-02-15T05:09:17.000Z
1165,258,2,2006-02-15T05:09:17.000Z
1166,258,2,2006-02-15T05:09:17.000Z
1167,258,2,2006-02-15T05:09:17.000Z
1168,258,2,2006-02-15T05:09:17.000Z
1169,259,1,2006-02-15T05:09:17.000Z
1170,259,1,2006-02-15T05:09:17.000Z
1171,260,2,2006-02-15T05:09:17.000Z
1172,260,2,2006-02-15T05:09:17.000Z
1173,260,2,2006-02-15T05:09:17.000Z
1174,260,2,2006-02-15T05:09:17.000Z
1175,261,1,2006-02-15T05:09:17.000Z
1176,261,1,2006-02-15T05:09:17.000Z
1177,262,2,2006-02-15T05:09:17.000Z
1178,262,2,2006-02-15T05:09:17.000Z
1179,263,1,2006-02-15T05:09:17.000Z
1180,263,1,2006-02-15T05:09:17.000Z
1181,263,1,2006-02-15T05:09:17.000Z
1182,263,1,2006-02-15T05:09:17.000Z
1183,263,2,2006-02-15T05:09:17.000Z
1184,263,2,2006-02-15T05:09:17.000Z
1185,263,2,2006-02-15T05:09:17.000Z
1186,264,2,2006-02-15T05:09:17.000Z
1187,264,2,2006-02-15T05:09:17.000Z
1188,265,1,2006-02-15T05:09:17.000Z
1189,265,1,2006-02-15T05:09:17.000Z
1190,265,1,2006-02-15T05:09:17.000Z
1191,265,1,2006-02-15T05:09:17.000Z
1192,266,1,2006-02-15T05:09:17.000Z
1193,266,1,2006-02-15T05:09:17.000Z
1194,266,1,2006-02-15T05:09:17.000Z
1195,266,1,2006-02-15T05:09:17.000Z
1196,266,2,2006-02-15T05:09:17.000Z
1197,266,2,2006-02-15T05:09:17.000Z
1198,266,2,2006-02-15T05:09:17.000Z
1199,266,2,2006-02-15T05:09:17.000Z
1200,267,1,2006-02-15T05:09:17.000Z
1201,267,1,2006-02-15T05:09:17.000Z
1202,267,1,2006-02-15T05:09:17.000Z
1203,267,1,2006-02-15T05:09:17.000Z
1204,267,2,2006-02-15T05:09:17.000Z
1205,267,2,2006-02-15T05:09:17.000Z
