film_id,category_id,last_update
666,7,2006-02-15T05:07:09.000Z
667,15,2006-02-15T05:07:09.000Z
668,15,2006-02-15T05:07:09.000Z
669,9,2006-02-15T05:07:09.000Z
670,6,2006-02-15T05:07:09.000Z
671,15,2006-02-15T05:07:09.000Z
672,5,2006-02-15T05:07:09.000Z
673,12,2006-02-15T05:07:09.000Z
674,9,2006-02-15T05:07:09.000Z
675,13,2006-02-15T05:07:09.000Z
676,15,2006-02-15T05:07:09.000Z
677,13,2006-02-15T05:07:09.000Z
678,15,2006-02-15T05:07:09.000Z
679,8,2006-02-15T05:07:09.000Z
680,5,2006-02-15T05:07:09.000Z
681,15,2006-02-15T05:07:09.000Z
682,8,2006-02-15T05:07:09.000Z
683,7,2006-02-15T05:07:09.000Z
684,10,2006-02-15T05:07:09.000Z
685,13,2006-02-15T05:07:09.000Z
686,13,2006-02-15T05:07:09.000Z
687,6,2006-02-15T05:07:09.000Z
688,3,2006-02-15T05:07:09.000Z
689,9,2006-02-15T05:07:09.000Z
690,2,2006-02-15T05:07:09.000Z
691,15,2006-02-15T05:07:09.000Z
692,2,2006-02-15T05:07:09.000Z
693,2,2006-02-15T05:07:09.000Z
694,4,2006-02-15T05:07:09.000Z
695,8,2006-02-15T05:07:09.000Z
696,2,2006-02-15T05:07:09.000Z
697,1,2006-02-15T05:07:09.000Z
698,6,2006-02-15T05:07:09.000Z
699,10,2006-02-15T05:07:09.000Z
700,8,2006-02-15T05:07:09.000Z
701,10,2006-02-15T05:07:09.000Z
702,11,2006-02-15T05:07:09.000Z
703,2,2006-02-15T05:07:09.000Z
704,5,2006-02-15T05:07:09.000Z
705,9,2006-02-15T05:07:09.000Z
706,7,2006-02-15T05:07:09.000Z
707,1,2006-02-15T05:07:09.000Z
708,6,2006-02-15T05:07:09.000Z
709,7,2006-02-15T05:07:09.000Z
710,8,2006-02-15T05:07:09.000Z
711,14,2006-02-15T05:07:09.000Z
712,6,2006-02-15T05:07:09.000Z
713,6,2006-02-15T05:07:09.000Z
714,14,2006-02-15T05:07:09.000Z
715,8,2006-02-15T05:07:09.000Z
716,11,2006-02-15T05:07:09.000Z
717,1,2006-02-15T05:07:09.000Z
718,12,2006-02-15T05:07:09.000Z
719,15,2006-02-15T05:07:09.000Z
720,13,2006-02-15T05:07:09.000Z
721,12,2006-02-15T05:07:09.000Z
722,11,2006-02-15T05:07:09.000Z
723,14,2006-02-15T05:07:09.000Z
724,8,2006-02-15T05:07:09.000Z
725,4,2006-02-15T05:07:09.000Z
726,9,2006-02-15T05:07:09.000Z
727,8,2006-02-15T05:07:09.000Z
728,7,2006-02-15T05:07:09.000Z
729,15,2006-02-15T05:07:09.000Z
730,13,2006-02-15T05:07:09.000Z
731,4,2006-02-15T05:07:09.000Z
732,1,2006-02-15T05:07:09.000Z
733,15,2006-02-15T05:07:09.000Z
734,6,2006-02-15T05:07:09.000Z
735,3,2006-02-15T05:07:09.000Z
736,8,2006-02-15T05:07:09.000Z
737,11,2006-02-15T05:07:09.000Z
738,9,2006-02-15T05:07:09.000Z
739,7,2006-02-15T05:07:09.000Z
740,11,2006-02-15T05:07:09.000Z
741,12,2006-02-15T05:07:09.000Z
742,10,2006-02-15T05:07:09.000Z
743,2,2006-02-15T05:07:09.000Z
744,4,2006-02-15T05:07:09.000Z
745,15,2006-02-15T05:07:09.000Z
746,10,2006-02-15T05:07:09.000Z
747,10,2006-02-15T05:07:09.000Z
748,1,2006-02-15T05:07:09.000Z
749,11,2006-02-15T05:07:09.000Z
750,13,2006-02-15T05:07:09.000Z
751,13,2006-02-15T05:07:09.000Z
752,12,2006-02-15T05:07:09.000Z
753,8,2006-02-15T05:07:09.000Z
754,5,2006-02-15T05:07:09.000Z
755,3,2006-02-15T05:07:09.000Z
756,5,2006-02-15T05:07:09.000Z
757,6,2006-02-15T05:07:09.000Z
758,7,2006-02-15T05:07:09.000Z
759,13,2006-02-15T05:07:09.000Z
760,13,2006-02-15T05:07:09.000Z
761,3,2006-02-15T05:07:09.000Z
762,10,2006-02-15T05:07:09.000Z
763,15,2006-02-15T05:07:09.000Z
764,15,2006-02-15T05:07:09.000Z
765,5,2006-02-15T05:07:09.000Z
766,7,2006-02-15T05:07:09.000Z
767,12,2006-02-15T05:07:09.000Z
768,3,2006-02-15T05:07:09.000Z
769,9,2006-02-15T05:07:09.000Z
770,9,2006-02-15T05:07:09.000Z
771,7,2006-02-15T05:07:09.000Z
772,7,2006-02-15T05:07:09.000Z
773,15,2006-02-15T05:07:09.000Z
774,5,2006-02-15T05:07:09.000Z
775,7,2006-02-15T05:07:09.000Z
776,6,2006-02-15T05:07:09.000Z
777,15,2006-02-15T05:07:09.000Z
778,8,2006-02-15T05:07:09.000Z
779,15,2006-02-15T05:07:09.000Z
780,8,2006-02-15T05:07:09.000Z
781,10,2006-02-15T05:07:09.000Z
782,15,2006-02-15T05:07:09.000Z
783,16,2006-02-15T05:07:09.000Z
784,16,2006-02-15T05:07:09.000Z
785,16,2006-02-15T05:07:09.000Z
786,3,2006-02-15T05:07:09.000Z
787,16,2006-02-15T05:07:09.000Z
788,6,2006-02-15T05:07:09.000Z
789,9,2006-02-15T05:07:09.000Z
790,7,2006-02-15T05:07:09.000Z
791,6,2006-02-15T05:07:09.000Z
792,9,2006-02-15T05:07:09.000Z
793,1,2006-02-15T05:07:09.000Z
794,1,2006-02-15T05:07:09.000Z
795,8,2006-02-15T05:07:09.000Z
796,15,2006-02-15T05:07:09.000Z
797,12,2006-02-15T05:07:09.000Z
798,14,2006-02-15T05:07:09.000Z
799,11,2006-02-15T05:07:09.000Z
800,11,2006-02-15T05:07:09.000Z
801,3,2006-02-15T05:07:09.000Z
802,1,2006-02-15T05:07:09.000Z
803,7,2006-02-15T05:07:09.000Z
804,11,2006-02-15T05:07:09.000Z
805,2,2006-02-15T05:07:09.000Z
806,13,2006-02-15T05:07:09.000Z
807,10,2006-02-15T05:07:09.000Z
808,4,2006-02-15T05:07:09.000Z
809,15,2006-02-15T05:07:09.000Z
810,8,2006-02-15T05:07:09.000Z
811,16,2006-02-15T05:07:09.000Z
812,6,2006-02-15T05:07:09.000Z
813,15,2006-02-15T05:07:09.000Z
814,5,2006-02-15T05:07:09.000Z
815,4,2006-02-15T05:07:09.000Z
816,2,2006-02-15T05:07:09.000Z
817,14,2006-02-15T05:07:09.000Z
818,7,2006-02-15T05:07:09.000Z
819,12,2006-02-15T05:07:09.000Z
820,2,2006-02-15T05:07:09.000Z
821,9,2006-02-15T05:07:09.000Z
822,8,2006-02-15T05:07:09.000Z
823,1,2006-02-15T05:07:09.000Z
824,8,2006-02-15T05:07:09.000Z
825,1,2006-02-15T05:07:09.000Z
826,16,2006-02-15T05:07:09.000Z
827,7,2006-02-15T05:07:09.000Z
828,4,2006-02-15T05:07:09.000Z
829,8,2006-02-15T05:07:09.000Z
830,11,2006-02-15T05:07:09.000Z
831,14,2006-02-15T05:07:09.000Z
832,8,2006-02-15T05:07:09.000Z
833,3,2006-02-15T05:07:09.000Z
834,6,2006-02-15T05:07:09.000Z
835,10,2006-02-15T05:07:09.000Z
836,15,2006-02-15T05:07:09.000Z
837,5,2006-02-15T05:07:09.000Z
838,1,2006-02-15T05:07:09.000Z
839,14,2006-02-15T05:07:09.000Z
840,10,2006-02-15T05:07:09.000Z
841,15,2006-02-15T05:07:09.000Z
842,10,2006-02-15T05:07:09.000Z
843,4,2006-02-15T05:07:09.000Z
844,15,2006-02-15T05:07:09.000Z
845,9,2006-02-15T05:07:09.000Z
846,13,2006-02-15T05:07:09.000Z
847,13,2006-02-15T05:07:09.000Z
848,16,2006-02-15T05:07:09.000Z
849,2,2006-02-15T05:07:09.000Z
850,1,2006-02-15T05:07:09.000Z
851,15,2006-02-15T05:07:09.000Z
852,3,2006-02-15T05:07:09.000Z
853,3,2006-02-15T05:07:09.000Z
854,11,2006-02-15T05:07:09.000Z
855,6,2006-02-15T05:07:09.000Z
856,11,2006-02-15T05:07:09.000Z
857,5,2006-02-15T05:07:09.000Z
858,5,2006-02-15T05:07:09.000Z
859,2,2006-02-15T05:07:09.000Z
860,14,2006-02-15T05:07:09.000Z
861,10,2006-02-15T05:07:09.000Z
862,4,2006-02-15T05:07:09.000Z
863,14,2006-02-15T05:07:09.000Z
864,3,2006-02-15T05:07:09.000Z
865,2,2006-02-15T05:07:09.000Z
866,8,2006-02-15T05:07:09.000Z
867,8,2006-02-15T05:07:09.000Z
868,16,2006-02-15T05:07:09.000Z
869,1,2006-02-15T05:07:09.000Z
870,11,2006-02-15T05:07:09.000Z
871,5,2006-02-15T05:07:09.000Z
872,16,2006-02-15T05:07:09.000Z
873,3,2006-02-15T05:07:09.000Z
874,4,2006-02-15T05:07:09.000Z
875,15,2006-02-15T05:07:09.000Z
876,11,2006-02-15T05:07:09.000Z
877,12,2006-02-15T05:07:09.000Z
878,16,2006-02-15T05:07:09.000Z
879,12,2006-02-15T05:07:09.000Z
880,2,2006-02-15T05:07:09.000Z
881,11,2006-02-15T05:07:09.000Z
882,7,2006-02-15T05:07:09.000Z
883,3,2006-02-15T05:07:09.000Z
884,12,2006-02-15T05:07:09.000Z
885,11,2006-02-15T05:07:09.000Z
886,2,2006-02-15T05:07:09.000Z
887,2,2006-02-15T05:07:09.000Z
888,6,2006-02-15T05:07:09.000Z
889,3,2006-02-15T05:07:09.000Z
890,15,2006-02-15T05:07:09.000Z
891,4,2006-02-15T05:07:09.000Z
892,2,2006-02-15T05:07:09.000Z
893,14,2006-02-15T05:07:09.000Z
894,16,2006-02-15T05:07:09.000Z
895,4,2006-02-15T05:07:09.000Z
896,3,2006-02-15T05:07:09.000Z
897,7,2006-02-15T05:07:09.000Z
898,15,2006-02-15T05:07:09.000Z
899,4,2006-02-15T05:07:09.000Z
900,9,2006-02-15T05:07:09.000Z
901,2,2006-02-15T05:07:09.000Z
902,15,2006-02-15T05:07:09.000Z
903,16,2006-02-15T05:07:09.000Z
904,11,2006-02-15T05:07:09.000Z
905,5,2006-02-15T05:07:09.000Z
906,5,2006-02-15T05:07:09.000Z
907,7,2006-02-15T05:07:09.000Z
908,9,2006-02-15T05:07:09.000Z
909,11,2006-02-15T05:07:09.000Z
910,7,2006-02-15T05:07:09.000Z
911,1,2006-02-15T05:07:09.000Z
912,14,2006-02-15T05:07:09.000Z
913,13,2006-02-15T05:07:09.000Z
914,16,2006-02-15T05:07:09.000Z
915,1,2006-02-15T05:07:09.000Z
916,2,2006-02-15T05:07:09.000Z
917,15,2006-02-15T05:07:09.000Z
918,3,2006-02-15T05:07:09.000Z
919,10,2006-02-15T05:07:09.000Z
920,13,2006-02-15T05:07:09.000Z
921,12,2006-02-15T05:07:09.000Z
922,11,2006-02-15T05:07:09.000Z
923,7,2006-02-15T05:07:09.000Z
924,14,2006-02-15T05:07:09.000Z
925,6,2006-02-15T05:07:09.000Z
926,6,2006-02-15T05:07:09.000Z
927,1,2006-02-15T05:07:09.000Z
928,3,2006-02-15T05:07:09.000Z
929,9,2006-02-15T05:07:09.000Z
930,14,2006-02-15T05:07:09.000Z
931,16,2006-02-15T05:07:09.000Z
932,5,2006-02-15T05:07:09.000Z
933,13,2006-02-15T05:07:09.000Z
934,10,2006-02-15T05:07:09.000Z
935,13,2006-02-15T05:07:09.000Z
936,12,2006-02-15T05:07:09.000Z
937,13,2006-02-15T05:07:09.000Z
938,5,2006-02-15T05:07:09.000Z
939,5,2006-02-15T05:07:09.000Z
940,15,2006-02-15T05:07:09.000Z
941,10,2006-02-15T05:07:09.000Z
942,7,2006-02-15T05:07:09.000Z
943,6,2006-02-15T05:07:09.000Z
944,7,2006-02-15T05:07:09.000Z
945,6,2006-02-15T05:07:09.000Z
946,8,2006-02-15T05:07:09.000Z
947,9,2006-02-15T05:07:09.000Z
948,13,2006-02-15T05:07:09.000Z
949,10,2006-02-15T05:07:09.000Z
950,4,2006-02-15T05:07:09.000Z
951,4,2006-02-15T05:07:09.000Z
952,6,2006-02-15T05:07:09.000Z
953,2,2006-02-15T05:07:09.000Z
954,13,2006-02-15T05:07:09.000Z
955,3,2006-02-15T05:07:09.000Z
956,10,2006-02-15T05:07:09.000Z
957,9,2006-02-15T05:07:09.000Z
958,7,2006-02-15T05:07:09.000Z
959,3,2006-02-15T05:07:09.000Z
960,6,2006-02-15T05:07:09.000Z
961,9,2006-02-15T05:07:09.000Z
962,4,2006-02-15T05:07:09.000Z
963,2,2006-02-15T05:07:09.000Z
964,1,2006-02-15T05:07:09.000Z
965,11,2006-02-15T05:07:09.000Z
966,6,2006-02-15T05:07:09.000Z
967,14,2006-02-15T05:07:09.000Z
968,1,2006-02-15T05:07:09.000Z
969,7,2006-02-15T05:07:09.000Z
970,4,2006-02-15T05:07:09.000Z
971,9,2006-02-15T05:07:09.000Z
972,14,2006-02-15T05:07:09.000Z
973,6,2006-02-15T05:07:09.000Z
974,13,2006-02-15T05:07:09.000Z
975,8,2006-02-15T05:07:09.000Z
976,10,2006-02-15T05:07:09.000Z
977,16,2006-02-15T05:07:09.000Z
978,5,2006-02-15T05:07:09.000Z
979,7,2006-02-15T05:07:09.000Z
980,12,2006-02-15T05:07:09.000Z
981,16,2006-02-15T05:07:09.000Z
982,1,2006-02-15T05:07:09.000Z
983,12,2006-02-15T05:07:09.000Z
984,9,2006-02-15T05:07:09.000Z
985,14,2006-02-15T05:07:09.000Z
986,2,2006-02-15T05:07:09.000Z
987,12,2006-02-15T05:07:09.000Z
988,16,2006-02-15T05:07:09.000Z
989,16,2006-02-15T05:07:09.000Z
990,11,2006-02-15T05:07:09.000Z
991,1,2006-02-15T05:07:09.000Z
992,6,2006-02-15T05:07:09.000Z
993,3,2006-02-15T05:07:09.000Z
994,13,2006-02-15T05:07:09.000Z
995,11,2006-02-15T05:07:09.000Z
996,6,2006-02-15T05:07:09.000Z
997,12,2006-02-15T05:07:09.000Z
998,11,2006-02-15T05:07:09.000Z
999,3,2006-02-15T05:07:09.000Z
1000,5,2006-02-15T05:07:09.000Z
